"Artist","Song","Популярность в США","Популярность в СНГ"
"Motionless in White","Cold Reader","0.07","0.01"
"Каста","Well","0.15","0.01"
"Oxxymiron","Группа крови","0.11","0"
"Nirvana","Мама","0.13","0.01"
"AC/DC","Вокруг шум","0.06","0.02"
"Led Zeppelin","А я и не знал","0.09","0.01"
"Led Zeppelin","WTF?","0.09","0.01"
"Deep Purple","Deutschland","0.05","0.02"
"Michael Jackson","New-York","0.14","0.01"
"Muse","Clown","0.11","0"
"Skrillex","Nice boobs","0.09","0.01"
"Slipknot","I don't want this","0.02","0.01"
"Stone Sour","Anymore","0.09","0.01"
"Avenged Sevenfold","Rufuss","0.12","0.01"
"Three Days Grace","Mann","0.15","0.01"
"Apocalyptica","Stupid things","0.11","0"
"Lumen","You're strange","0","0.01"
"Biffy Clyro","Zombie","0.11","0.01"
"Alazka","Plague","0.08","0.02"
"Greenday","No more","0.04","0.03"
"Ozzy Osbourne","Спокойная ночь","0.1","0.01"
"Body Count","Моя игра","0.08","0.02"
"Heaven Shall Burn","Smells like Teen Spirit","0.13","0.01"
"Blind Channel","Highway to Hell","0.07","0.02"
"A War Within","Smoke on the Water","0.08","0.02"
"Mayday Parade","Brick in the Wall","0.14","0.01"
"Silverstein","You are not Alone","0.08","0.02"
"Apocalyptica","Hysteria","0.14","0.01"
"Lumen","Kill Everybody","0.14","0.01"
"Biffy Clyro","Unsainted","0.12","0.01"
"Alazka","Through the Glass","0.12","0"
"Greenday","Afterlife","0.08","0.02"
"Mayday Parade","Animal I have become","0.14","0.01"
"Silverstein","Fever","0","0"
"Apocalyptica","Anastasia","0.08","0.02"
"Lumen","Raining Blood","0.12","0.01"
"Mayday Parade","Bleeding","0.11","0.01"
"Silverstein","Sandpaper","0.13","0.01"
"Apocalyptica","It's My Life","0.07","0.03"
"Five Finger Death Punch","Headache","0.12","0"
"Fozzy","Silence","0","0.03"
"Bon Jovi","One","0.12","0.01"
"Motionless in White","Cold","0.12","0"
"Falling in Reverse","Solway Firth","0.12","0"
"Metallica","Why not?","0.12","0"
"Korn","Stop it","0.13","0.02"
"IAMX","I can't take this anymore","0","0.02"
"Caligula's Horse","Snow","0.07","0.01"
"Каста","Hello","0.08","0.02"
"Oxxymiron","Here we go again","0.14","0.01"
"Nirvana","Incredible","0.09","0.01"
"AC/DC","Summer","0.14","0"
"Led Zeppelin","Cold Reader","0.14","0"
"Led Zeppelin","Well","0","0"
"Deep Purple","Группа крови","0.14","0"
"Michael Jackson","Мама","0","0"
"Muse","Вокруг шум","0.05","0.02"
"Skrillex","А я и не знал","0.11","0.01"
"Slipknot","WTF?","0.12","0.01"
"Stone Sour","Deutschland","0.05","0.02"
"Avenged Sevenfold","New-York","0.13","0.01"
"Three Days Grace","Clown","0.11","0.01"
"Apocalyptica","Nice boobs","0.07","0.01"
"Lumen","I don't want this","0.11","0.01"
"Biffy Clyro","Anymore","0.11","0"
"Alazka","Rufuss","0.14","0.01"
"Greenday","Mann","0.12","0"
"Ozzy Osbourne","Stupid things","0.09","0.01"
"Body Count","You're strange","0.11","0.01"
"Heaven Shall Burn","Zombie","0.12","0.01"
"Blind Channel","Plague","0.07","0.02"
"A War Within","No more","0.07","0.02"
"Mayday Parade","Спокойная ночь","0.07","0.02"
"Silverstein","Моя игра","0.08","0.01"
"Apocalyptica","Smells like Teen Spirit","0.14","0.01"
"Lumen","Highway to Hell","0.12","0"
"Biffy Clyro","Smoke on the Water","0.13","0.01"
"Alazka","Brick in the Wall","0","0"
"Greenday","You are not Alone","0.13","0.01"
"Michael Jackson","Hysteria","0","0"
"Muse","Kill Everybody","0.1","0.02"
"Skrillex","Unsainted","0.14","0.01"
"Slipknot","Through the Glass","0.12","0.01"
"Stone Sour","Afterlife","0","0"
"Avenged Sevenfold","Animal I have become","0.07","0.01"
"Three Days Grace","Fever","0.12","0"
"Bullet for my Valentine","Anastasia","0.13","0.01"
"Slash","Raining Blood","0.07","0.02"
"Slayer","Bleeding","0.05","0.08"
"Five Finger Death Punch","Smells like Teen Spirit","0","0.01"
"Fozzy","Highway to Hell","0.14","0.01"
"Bon Jovi","Smoke on the Water","0.05","0.01"
"Motionless in White","Brick in the Wall","0.11","0"
"Falling in Reverse","You are not Alone","0","0"
"Metallica","Hysteria","0.14","0.01"
"Korn","Kill Everybody","0.08","0.01"
"IAMX","Unsainted","0.08","0.01"
"Oxxymiron","Through the Glass","0.14","0.01"
"Nirvana","Afterlife","0.07","0.02"
"AC/DC","Animal I have become","0.12","0.02"
"Led Zeppelin","Fever","0.12","0.01"
"Led Zeppelin","Anastasia","0.11","0.01"
"Deep Purple","Raining Blood","0","0"
"Michael Jackson","Bleeding","0","0"
"Muse","Smells like Teen Spirit","0","0"
"Skrillex","Highway to Hell","0","0"
"Slipknot","Smoke on the Water","0.11","0"
"Stone Sour","Brick in the Wall","0.14","0.01"
"Avenged Sevenfold","You are not Alone","0.12","0"
"Alazka","Hysteria","0.11","0.01"
"Greenday","Kill Everybody","0.11","0.01"
"Ozzy Osbourne","Unsainted","0","0.01"
"Body Count","Through the Glass","0.12","0"
"Heaven Shall Burn","Afterlife","0.14","0.01"
"Blind Channel","Animal I have become","0.09","0.01"
"A War Within","Fever","0.12","0.02"
"Mayday Parade","Anastasia","0.05","0.02"
"Silverstein","Raining Blood","0.08","0.01"
"Apocalyptica","Bleeding","0.12","0"
"Captives","Smells like Teen Spirit","0.14","0.01"
"Nightwish","Highway to Hell","0.08","0.01"
"Moonspell","Smoke on the Water","0.14","0.01"
"Machine Head","Brick in the Wall","0.11","0.01"
"Machine Head","You are not Alone","0.13","0.01"
"Viscera","Hysteria","0","0"
"Phantogram","Kill Everybody","0.11","0.01"
"Ivy Rye","Unsainted","0.07","0.02"
"Boston Manor","Through the Glass","0.08","0.02"
"PVRIS","Afterlife","0","0"
"Fever 341","Animal I have become","0.07","0.02"
"Asking Alexandria","Fever","0.06","0.01"
"Bush","Anastasia","0.13","0.01"
"He-Nis-Ra","Raining Blood","0.14","0.01"
"Nova Twins","Bleeding","0.07","0.02"
"Nirvana","Smells like Teen Spirit","0.07","0.02"
"AC/DC","Highway to Hell","0.14","0.01"
"Led Zeppelin","Smoke on the Water","0.07","0.02"
"Deep Purple","Brick in the Wall","0","0.02"
"Michael Jackson","You are not Alone","0","0.02"
"Muse","Hysteria","0.04","0.01"
"Skrillex","Kill Everybody","0","0"
"Slipknot","Unsainted","0.11","0.01"
"Stone Sour","Through the Glass","0.11","0"
"Avenged Sevenfold","Silverstein","0.07","0.02"
"Three Days Grace","Apocalyptica","0.02","0.01"
"Bullet for my Valentine","Captives","0.12","0"
"Slash","Nightwish","0","0"
"Slayer","Moonspell","0.09","0.03"
"Five Finger Death Punch","Machine Head","0","0"
"Fozzy","Machine Head","0","0.02"
"Bon Jovi","Viscera","0.04","0.01"
"Motionless in White","Phantogram","0.11","0"
"Falling in Reverse","Ivy Rye","0.07","0.02"
"Metallica","Boston Manor","0.07","0.02"
"Korn","PVRIS","0.08","0.02"
"IAMX","Fever 333","0","0"
"Caligula's Horse","Asking Alexandria","0","0.06"
"The Killers","Bush","0.12","0"
"Halfives","He-Nis-Ra","0.12","0"
"Blueshift","Nova Twins","0","0"
"Soilwork","Kill Everybody","0.12","0"
"Soul Extract","Unsainted","0.14","0.01"
"Infant Annihilator","Through the Glass","0.14","0.01"
"Red","Afterlife","0.08","0.01"
"Ocean Grove","Animal I have become","0.11","0.01"
"Stigmata","Fever","0.11","0.01"
"Кино","Anastasia","0.02","0.02"
"Баста","Raining Blood","0.13","0.01"
"Каста","Bleeding","0.05","0.02"
"Oxxymiron","Smells like Teen Spirit","0","0"
"Emmure","Highway to Hell","0.14","0.01"
"RAMMSTEIN","Smoke on the Water","0.11","0.01"
"Emograte","Brick in the Wall","0.13","0.01"
"Oomph!","You are not Alone","0.12","0.01"
"Fit for a King","Hysteria","0.11","0.01"
"Code Orange","Kill Everybody","0","0"
"Aviators","Unsainted","0.07","0.02"
"Kodaline","Through the Glass","0.12","0"
"Led Zeppelin","Silverstein","0.14","0.01"
"Deep Purple","Apocalyptica","0.12","0.01"
"Michael Jackson","Captives","0.14","0.01"
"Muse","Nightwish","0.08","0.01"
"Ocean Grove","Moonspell","0.11","0"
"Stigmata","Machine Head","0.11","0.01"
"Кино","Machine Head","0","0.01"
"Баста","Viscera","0.14","0.01"
"Bullet for my Valentine","Phantogram","0.1","0.01"
"Slash","Ivy Rye","0","0"
"Slayer","Boston Manor","0.07","0.02"
"Five Finger Death Punch","PVRIS","0.11","0"
"Fozzy","Fever 334","0.11","0"
"Bon Jovi","Asking Alexandria","0.06","0.01"
"Motionless in White","Bush","0.11","0"
"Falling in Reverse","He-Nis-Ra","0.07","0.02"
"The Killers","Nova Twins","0.08","0.01"
"Halfives","Kill Everybody","0.14","0.01"
"Blueshift","Unsainted","0.11","0"
"Soilwork","Through the Glass","0.13","0.01"
"Soul Extract","Afterlife","0","0"
"Infant Annihilator","Animal I have become","0.14","0.01"
"Red","Fever","0.04","0.02"
"Ocean Grove","Anastasia","0.14","0.01"
"Stigmata","Raining Blood","0","0"
"Кино","Bleeding","0","0"
"Баста","Smells like Teen Spirit","0","0"
"Каста","Highway to Hell","0","0.01"
"Oxxymiron","Smoke on the Water","0.14","0.01"
"Motionless in White","Brick in the Wall","0","0"
"Falling in Reverse","You are not Alone","0.13","0.01"
"The Killers","Hysteria","0.14","0.01"
"Halfives","Kill Everybody","0","0"
"Каста","Unsainted","0.07","0.02"
"Oxxymiron","Through the Glass","0.11","0.01"
"Motionless in White","Silverstein","0.07","0.02"
"Каста","Apocalyptica","0.11","0"
"Oxxymiron","Captives","0.11","0"
"Motionless in White","Nightwish","0","0"
"Каста","Moonspell","0.14","0.01"
"Oxxymiron","Machine Head","0.11","0.01"
"Nirvana","Machine Head","0.1","0.03"
"AC/DC","Viscera","0.07","0.02"
"Led Zeppelin","Phantogram","0.11","0.01"
"Led Zeppelin","Ivy Rye","0.01","0.03"
"Deep Purple","Boston Manor","0.11","0.01"
"Michael Jackson","PVRIS","0.13","0.01"
"Muse","Fever 335","0.08","0.01"
"Skrillex","Asking Alexandria","0.13","0.01"
"Slipknot","Bush","0.13","0.01"
"Stone Sour","He-Nis-Ra","0.11","0.01"
"Avenged Sevenfold","Nova Twins","0.11","0"
"Three Days Grace","Kill Everybody","0.08","0.01"
"Apocalyptica","Unsainted","0","0"
"Lumen","Through the Glass","0.03","0.03"
"Biffy Clyro","Afterlife","0.08","0.01"
"Alazka","Animal I have become","0","0.01"
"Greenday","Fever","0.08","0.01"
"Ozzy Osbourne","Anastasia","0.11","0.01"
"Body Count","Raining Blood","0","0"
"Heaven Shall Burn","Bleeding","0.15","0"
"Blind Channel","Smells like Teen Spirit","0.09","0.03"
"A War Within","Highway to Hell","0","0"
"Mayday Parade","Smoke on the Water","0.08","0.01"
"Silverstein","Brick in the Wall","0.11","0.01"
"Apocalyptica","You are not Alone","0","0"
"Lumen","Hysteria","0","0"
"Biffy Clyro","Kill Everybody","0.06","0.01"
"Alazka","Unsainted","0.09","0.01"
"Greenday","Through the Glass","0.11","0"
"Mayday Parade","Silverstein","0.05","0.01"
"Silverstein","Apocalyptica","0.08","0.01"
"Apocalyptica","Captives","0.13","0.01"
"Lumen","Nightwish","0.11","0.01"
"Mayday Parade","Moonspell","0","0.01"
"Silverstein","Machine Head","0","0"
"Apocalyptica","Machine Head","0","0.01"
"Five Finger Death Punch","Viscera","0.13","0.01"
"Fozzy","Phantogram","0","0"
"Bon Jovi","Ivy Rye","0.09","0.01"
"Motionless in White","Boston Manor","0.12","0.01"
"Falling in Reverse","PVRIS","0.14","0.01"
"Metallica","Fever 336","0.08","0.01"
"Korn","Asking Alexandria","0.1","0"
"IAMX","Bush","0.11","0"
"Caligula's Horse","He-Nis-Ra","0.08","0.01"
"Каста","Nova Twins","0.11","0.01"
"Oxxymiron","Kill Everybody","0.11","0.01"
"Nirvana","Unsainted","0.14","0.01"
"AC/DC","Through the Glass","0","0"
"Led Zeppelin","Afterlife","0.07","0.02"
"Led Zeppelin","Animal I have become","0","0"
"Deep Purple","Fever","0.13","0.01"
"Michael Jackson","Anastasia","0.07","0.02"
"Muse","Raining Blood","0.07","0.01"
"Skrillex","Bleeding","0.13","0.01"
"Slipknot","Smells like Teen Spirit","0","0"
"Stone Sour","Highway to Hell","0.1","0"
"Avenged Sevenfold","Smoke on the Water","0.1","0"
"Three Days Grace","Brick in the Wall","0.13","0.01"
"Apocalyptica","You are not Alone","0","0"
"Lumen","Hysteria","0.14","0.01"
"Biffy Clyro","Kill Everybody","0.11","0.01"
"Alazka","Unsainted","0","0.01"
"Greenday","Through the Glass","0.04","0.02"
"Ozzy Osbourne","Silverstein","0","0.02"
"Body Count","Apocalyptica","0.1","0"
"Heaven Shall Burn","Captives","0.13","0.01"
"Blind Channel","Nightwish","0.11","0"
"A War Within","Moonspell","0","0"
"Mayday Parade","Machine Head","0.11","0.01"
"Silverstein","Smells like Teen Spirit","0.09","0.01"
"Apocalyptica","Highway to Hell","0.07","0.02"
"Lumen","Smoke on the Water","0.12","0.02"
"Biffy Clyro","Brick in the Wall","0.07","0.02"
"Alazka","You are not Alone","0.07","0.02"
"Greenday","Hysteria","0.02","0"
"Michael Jackson","Kill Everybody","0.03","0.02"
"Muse","Unsainted","0","0"
"Skrillex","Through the Glass","0.11","0.01"
"Slipknot","Afterlife","0","0"
"Stone Sour","Animal I have become","0.13","0.01"
"Avenged Sevenfold","Fever","0.08","0.01"
"Three Days Grace","Anastasia","0","0"
"Bullet for my Valentine","Raining Blood","0.1","0.01"
"Slash","Bleeding","0.07","0.03"
"Slayer","Sandpaper","0.08","0.01"
"Five Finger Death Punch","It's My Life","0.07","0.02"
"Fozzy","Headache","0.07","0.02"
"Bon Jovi","Silence","0","0"
"Motionless in White","One","0","0"
"Falling in Reverse","Cold","0.1","0"
"Metallica","Solway Firth","0.07","0.02"
"Korn","Why not?","0.08","0.01"
"IAMX","Stop it","0.08","0.01"
"Oxxymiron","I can't take this anymore","0.13","0.01"
"Nirvana","Snow","0.13","0.01"
"AC/DC","Hello","0.12","0.01"
"Led Zeppelin","Here we go again","0","0"
"Led Zeppelin","Incredible","0.07","0.02"
"Deep Purple","Summer","0.13","0.01"
"Michael Jackson","Cold Reader","0.11","0"
"Muse","Well","0.11","0.03"
"Skrillex","Группа крови","0.07","0.02"
"Slipknot","Мама","0","0"
"Stone Sour","Вокруг шум","0","0"
"Avenged Sevenfold","А я и не знал","0.1","0.01"
"Alazka","WTF?","0.08","0.01"
"Greenday","Deutschland","0.08","0.01"
"Ozzy Osbourne","New-York","0.1","0"
"Body Count","Clown","0.11","0.02"
"Heaven Shall Burn","Nice boobs","0","0.02"
"Blind Channel","I don't want this","0.13","0.01"
"A War Within","Anymore","0","0.03"
"Mayday Parade","Rufuss","0.08","0.01"
"Silverstein","Mann","0.09","0.01"
"Apocalyptica","Stupid things","0.13","0.01"
"Captives","You're strange","0.07","0.02"
"Nightwish","Zombie","0.12","0.01"
"Moonspell","Plague","0.07","0.02"
"Machine Head","No more","0.07","0.02"
"Machine Head","Спокойная ночь","0.1","0.01"
"Viscera","Моя игра","0","0.03"
"Phantogram","Smells like Teen Spirit","0.08","0.01"
"Ivy Rye","Highway to Hell","0","0"
"Boston Manor","Smoke on the Water","0.11","0.01"
"PVRIS","Brick in the Wall","0","0"
"Fever 342","You are not Alone","0.1","0"
"Asking Alexandria","Hysteria","0","0"
"Bush","Kill Everybody","0.07","0.02"
"He-Nis-Ra","Unsainted","0.13","0.01"
"Nova Twins","Through the Glass","0.02","0.02"
"Nirvana","Afterlife","0.05","0.02"
"AC/DC","Animal I have become","0","0.01"
"Led Zeppelin","Fever","0","0.01"
"Deep Purple","Anastasia","0.13","0.01"
"Michael Jackson","Raining Blood","0.11","0"
"Muse","Bleeding","0.09","0.01"
"Skrillex","Sandpaper","0","0.03"
"Slipknot","It's My Life","0.13","0.01"
"Stone Sour","Headache","0.07","0.01"
"Avenged Sevenfold","Silence","0.09","0.01"
"Three Days Grace","One","0.01","0.03"
"Bullet for my Valentine","Cold","0","0"
"Slash","Solway Firth","0.07","0.02"
"Slayer","Why not?","0.12","0.01"
"Five Finger Death Punch","Stop it","0","0"
"Fozzy","I can't take this anymore","0","0"
"Bon Jovi","Snow","0.07","0.02"
"Motionless in White","Hello","0.13","0.01"
"Falling in Reverse","Here we go again","0","0"
"Metallica","Incredible","0.11","0.01"
"Korn","Summer","0.01","0.02"
"IAMX","Cold Reader","0.11","0.01"
"Caligula's Horse","Well","0.11","0.01"
"The Killers","Группа крови","0.06","0.01"
"Halfives","Мама","0.1","0.01"
"Blueshift","Вокруг шум","0.13","0.01"
"Soilwork","А я и не знал","0.03","0"
"Soul Extract","WTF?","0.13","0.01"
"Infant Annihilator","Deutschland","0.13","0.01"
"Red","New-York","0.1","0"
"Ocean Grove","Clown","0","0"
"Stigmata","Nice boobs","0.06","0.02"
"Кино","I don't want this","0.08","0.01"
"Баста","Anymore","0.07","0.02"
"Каста","Rufuss","0.07","0.01"
"Oxxymiron","Mann","0.11","0.01"
"Emmure","Stupid things","0","0"
"RAMMSTEIN","You're strange","0","0"
"Emograte","Zombie","0.11","0.01"
"Oomph!","Plague","0","0.01"
"Fit for a King","No more","0","0"
"Code Orange","Спокойная ночь","0.01","0.01"
"Aviators","Моя игра","0.07","0.02"
"Kodaline","Smells like Teen Spirit","0.13","0.01"
"Led Zeppelin","Highway to Hell","0.1","0"
"Deep Purple","Smoke on the Water","0.09","0.01"
"Michael Jackson","Brick in the Wall","0.11","0.01"
"Muse","You are not Alone","0","0"
"Ocean Grove","Hysteria","0.07","0.02"
"Stigmata","Kill Everybody","0.07","0.02"
"Кино","Unsainted","0.13","0"
"Баста","Through the Glass","0","0"
"Bullet for my Valentine","Afterlife","0","0.03"
"Slash","Animal I have become","0.11","0.01"
"Slayer","Fever","0.1","0"
"Five Finger Death Punch","Anastasia","0.07","0.02"
"Fozzy","Raining Blood","0.08","0.01"
"Bon Jovi","Bleeding","0.08","0.01"
"Motionless in White","Sandpaper","0.13","0.01"
"Falling in Reverse","It's My Life","0.11","0.01"
"The Killers","Headache","0.13","0.01"
"Halfives","Silence","0.07","0.02"
"Blueshift","One","0.13","0.01"
"Soilwork","Cold","0.11","0"
"Soul Extract","Solway Firth","0.11","0"
"Infant Annihilator","Why not?","0.07","0.02"
"Red","Stop it","0.08","0.01"
"Ocean Grove","I can't take this anymore","0","0"
"Stigmata","Snow","0.08","0.01"
"Кино","Hello","0","0.01"
"Баста","Here we go again","0","0.02"
"Каста","Incredible","0.13","0.01"
"Oxxymiron","Summer","0.07","0.02"
"Motionless in White","Cold Reader","0","0"
"Falling in Reverse","Well","0.08","0.01"
"The Killers","Группа крови","0.07","0.02"
"Halfives","Мама","0.11","0.01"
"Каста","Вокруг шум","0","0.01"
"Oxxymiron","А я и не знал","0.11","0.01"
"Motionless in White","WTF?","0","0"
"Каста","Deutschland","0.03","0.01"
"Oxxymiron","New-York","0.07","0.02"
"Motionless in White","Clown","0.11","0.02"
"Каста","Nice boobs","0.1","0.01"
"Oxxymiron","I don't want this","0.07","0.02"
"Nirvana","Anymore","0.07","0.02"
"AC/DC","Rufuss","0","0"
"Led Zeppelin","Mann","0.11","0.01"
"Led Zeppelin","Stupid things","0.06","0.01"
"Deep Purple","You're strange","0","0.04"
"Michael Jackson","Zombie","0.08","0.01"
"Muse","Plague","0","0.03"
"Skrillex","No more","0.08","0.01"
"Slipknot","Спокойная ночь","0.13","0.01"
"Stone Sour","Моя игра","0","0"
"Avenged Sevenfold","Smells like Teen Spirit","0.11","0"
"Three Days Grace","Highway to Hell","0.11","0"
"Apocalyptica","Smoke on the Water","0.11","0"
"City of Souls","Brick in the Wall","0.11","0"
"Four Year Strong","You are not Alone","0.11","0"
"Spiritbox","Hysteria","0.08","0.01"
"The Animal in Me","Kill Everybody","0.11","0.02"
"Invent","Unsainted","0","0"
"The Anix","Through the Glass","0.13","0.01"
"August Burns Red","Afterlife","0.07","0.02"
"One Desire","Animal I have become","0","0.02"
"Shezzers","Fever","0.02","0.01"
"Nirvana","Anastasia","0.11","0"
"AC/DC","Raining Blood","0","0"
"Led Zeppelin","Bleeding","0.13","0.01"
"Deep Purple","Smells like Teen Spirit","0.08","0.01"
"Michael Jackson","Highway to Hell","0.07","0.02"
"Muse","Smoke on the Water","0.1","0.01"
"Skrillex","Brick in the Wall","0.08","0.01"
"Slipknot","You are not Alone","0","0"
"Stone Sour","Hysteria","0.13","0.01"
"Avenged Sevenfold","Kill Everybody","0.13","0.01"
"Three Days Grace","Unsainted","0.12","0.01"
"Bullet for my Valentine","Through the Glass","0","0"
"Slash","Afterlife","0.1","0"
"Slayer","Animal I have become","0.12","0.01"
"Five Finger Death Punch","Fever","0.12","0.01"
